COMMENT Column list: Type   Attribute   Date Created   Last Modified   Last Accessed   File size   FileName

COMMENT	
COMMENT	Computer: DESKTOP-VI4396B
COMMENT	User: Student
COMMENT	Prepared: 11:25 5/30/2020
COMMENT	Folder: C:\Users\Student\Documents\Personal\
COMMENT	Include Sub-Folders? Yes
COMMENT	
FOLDER	C:\Users\Student\Documents\Personal\	-------	4	0	0	0
FILE	---A----	4/17/2020 23:11	5/29/2020 02:01	5/29/2020 02:01	213,286	Amazon Order - gopro.pdf
FILE	---A----	4/17/2020 23:51	4/25/2020 07:02	4/25/2020 07:02	212,447	Lowes - smartphone.pdf
FILE	---A----	4/18/2020 00:01	5/23/2020 20:01	5/23/2020 20:01	212,965	Amazon Order - iphone.pdf
FILE	---A----	4/18/2020 00:31	5/28/2020 08:01	5/28/2020 08:01	214,623	Best Buy - harry potter.pdf
FILE	---A----	4/18/2020 01:20	4/21/2020 06:51	4/21/2020 23:38	213,865	Amazon Order - paper towels.pdf
FILE	---A----	4/18/2020 02:01	5/7/2020 23:01	5/7/2020 23:01	213,216	NewEgg - headphones.pdf
FILE	---A----	4/18/2020 02:11	5/25/2020 11:01	5/25/2020 11:01	214,640	Lowes - yoga mat.pdf
FILE	---A----	4/18/2020 02:51	5/6/2020 05:01	5/6/2020 05:01	213,914	Amazon Order - iphone charger.pdf
FILE	---A----	4/18/2020 03:21	4/24/2020 02:01	4/24/2020 02:01	212,949	NewEgg - keyboard.pdf
FILE	---A----	4/18/2020 06:21	5/27/2020 08:05	5/27/2020 08:05	213,679	Amazon Order - windows 10.pdf
FILE	---A----	4/18/2020 07:51	5/15/2020 14:01	5/15/2020 14:01	178,813	Amazon Order - iphone 8.pdf
FILE	---A----	4/18/2020 08:51	4/27/2020 11:46	4/27/2020 11:46	212,991	Amazon Order - printer.pdf
FILE	---A----	4/18/2020 09:01	4/22/2020 19:16	4/22/2020 19:16	212,797	Amazon Order - iphone 7 plus case.pdf
FILE	---A----	4/18/2020 09:41	4/27/2020 15:02	4/27/2020 15:02	213,561	Best Buy - gtx 1070.pdf
FILE	---A----	4/18/2020 09:51	4/21/2020 03:11	4/21/2020 23:38	213,172	Best Buy - hbo.pdf
FILE	---A----	4/18/2020 10:21	5/20/2020 23:01	5/22/2020 08:38	213,780	Lowes - samsung galaxy s7.pdf
FILE	---A----	4/18/2020 10:41	5/12/2020 23:01	5/12/2020 23:01	213,060	Best Buy - bluetooth headphones.pdf
FILE	---A----	4/18/2020 11:11	5/9/2020 11:01	5/9/2020 11:01	213,535	Best Buy - doctor who.pdf
FILE	---A----	4/18/2020 11:21	5/2/2020 14:01	5/2/2020 14:01	213,107	Amazon Order - flash drive.pdf
FILE	---A----	4/18/2020 11:31	5/18/2020 05:01	5/22/2020 08:38	213,776	Amazon Order - echo.pdf
FILE	---A----	4/18/2020 11:41	4/27/2020 05:02	4/27/2020 05:02	213,566	NewEgg - iphone 6s.pdf
FILE	---A----	4/18/2020 12:11	5/7/2020 05:01	5/7/2020 05:01	212,906	Amazon Order - socks.pdf
FILE	---A----	4/18/2020 12:41	5/24/2020 14:01	5/24/2020 14:01	214,310	NewEgg - ps4 games.pdf
FILE	---A----	4/18/2020 13:31	5/29/2020 20:01	5/29/2020 20:01	213,636	Lowes - samsung.pdf
FILE	---A----	4/18/2020 14:31	4/27/2020 07:46	4/27/2020 07:46	213,529	Amazon Order - gift cards for amazon.pdf
FILE	---A----	4/18/2020 15:21	4/27/2020 11:31	4/27/2020 11:31	213,683	NewEgg - playstation 4.pdf
FILE	---A----	4/18/2020 16:01	4/30/2020 14:01	4/30/2020 14:01	213,668	Amazon Order - xbox one x.pdf
FILE	---A----	4/18/2020 17:41	4/18/2020 17:41	4/18/2020 17:41	214,531	Amazon Order - office chair.pdf
FILE	---A----	4/18/2020 20:21	5/30/2020 02:01	5/30/2020 02:01	213,629	Amazon Order - shoes.pdf
FILE	---A----	4/18/2020 20:41	5/1/2020 14:01	5/1/2020 14:01	212,982	Amazon Order - blender.pdf
FILE	---A----	4/18/2020 21:01	4/26/2020 21:31	4/26/2020 21:31	214,075	Home Depot - earphones.pdf
FILE	---A----	4/18/2020 21:20	5/11/2020 08:01	5/11/2020 08:01	213,603	Amazon Order - switch.pdf
FILE	---A----	4/19/2020 00:40	5/12/2020 20:01	5/12/2020 20:01	212,777	Best Buy - fan.pdf
FILE	---A----	4/19/2020 01:11	4/25/2020 11:16	4/25/2020 11:16	213,855	NewEgg - protein powder.pdf
FILE	---A----	4/19/2020 02:41	5/24/2020 02:01	5/24/2020 02:01	214,310	Best Buy - coffee maker.pdf
FILE	---A----	4/19/2020 03:01	5/22/2020 02:01	5/22/2020 08:38	214,139	Amazon Order - wireless headphones.pdf
FILE	---A----	4/19/2020 03:21	4/24/2020 15:15	4/24/2020 15:15	213,039	NewEgg - ps4 pro.pdf
FILE	---A----	4/19/2020 06:11	5/16/2020 23:02	5/16/2020 23:02	178,813	NewEgg - iphone 7 plus.pdf
FILE	---A----	4/19/2020 09:50	5/30/2020 08:01	5/30/2020 08:01	213,990	Best Buy - gaming chair.pdf
FILE	---A----	4/19/2020 10:31	4/25/2020 03:16	4/25/2020 03:16	213,909	Amazon Order - movies.pdf
FILE	---A----	4/19/2020 11:51	4/26/2020 21:46	4/26/2020 21:46	214,509	Amazon Order - xbox one s.pdf
FILE	---A----	4/19/2020 13:01	4/27/2020 19:01	4/27/2020 19:01	213,593	Amazon Order - vans.pdf
FILE	---A----	4/19/2020 16:31	5/24/2020 11:01	5/24/2020 11:01	213,122	Amazon Order - mouse pad.pdf
FILE	---A----	4/19/2020 16:41	4/24/2020 19:01	4/24/2020 19:01	214,154	Best Buy - apple watch.pdf
FILE	---A----	4/19/2020 16:51	4/21/2020 12:32	4/21/2020 23:38	213,010	NewEgg - ipad.pdf
FILE	---A----	4/19/2020 17:01	5/19/2020 02:01	5/22/2020 08:38	214,102	Amazon Order - camera.pdf
FILE	---A----	4/19/2020 19:41	5/15/2020 05:02	5/15/2020 05:02	178,813	NewEgg - iphone 8 plus case.pdf
FILE	---A----	4/19/2020 19:51	4/26/2020 15:16	4/26/2020 15:16	214,113	Home Depot - fan.pdf
FILE	---A----	4/19/2020 20:01	4/19/2020 20:01	4/19/2020 20:01	214,531	Lowes - xbox one s.pdf
FILE	---A----	4/19/2020 20:21	5/6/2020 02:01	5/6/2020 02:01	214,018	Amazon Order - hard drive.pdf
FILE	---A----	4/19/2020 23:11	5/19/2020 14:01	5/22/2020 08:38	214,079	Best Buy - chromebook.pdf
FILE	---A----	4/20/2020 01:51	5/19/2020 20:01	5/22/2020 08:38	215,305	Amazon Order - airpods.pdf
FILE	---A----	4/20/2020 02:01	4/27/2020 10:32	4/27/2020 10:32	213,891	Lowes - wireless earbuds.pdf
FILE	---A----	4/20/2020 03:31	5/24/2020 20:01	5/24/2020 20:01	212,559	Amazon Order - wireless earbuds.pdf
FILE	---A----	4/20/2020 05:51	4/28/2020 23:01	4/28/2020 23:01	213,279	NewEgg - redmi 4a.pdf
FILE	---A----	4/20/2020 07:01	5/11/2020 23:01	5/11/2020 23:01	212,862	Amazon Order - ps4 pro.pdf
FILE	---A----	4/20/2020 10:41	5/16/2020 14:02	5/16/2020 14:02	178,813	Home Depot - earbuds.pdf
FILE	---A----	4/20/2020 17:11	5/8/2020 14:01	5/8/2020 14:01	213,224	Best Buy - bluetooth speakers.pdf
FILE	---A----	4/20/2020 17:20	4/26/2020 02:46	4/26/2020 02:46	213,888	Lowes - xbox one.pdf
FILE	---A----	4/21/2020 01:21	5/29/2020 05:01	5/29/2020 05:01	214,141	Best Buy - coffee.pdf
FILE	---A----	4/21/2020 08:12	5/11/2020 11:01	5/11/2020 11:01	214,927	Amazon Order - sd card.pdf
FILE	---A----	4/21/2020 22:43	5/28/2020 23:01	5/28/2020 23:01	213,632	Best Buy - external hard drive.pdf
FILE	---A----	4/22/2020 19:46	5/4/2020 17:01	5/4/2020 17:01	213,439	NewEgg - samsung galaxy s8.pdf
FILE	---A----	4/22/2020 20:31	4/22/2020 20:31	4/22/2020 20:31	213,441	NewEgg - mobile.pdf
FILE	---A----	4/23/2020 04:01	4/24/2020 22:46	4/24/2020 22:46	212,835	Amazon Order - xbox one.pdf
FILE	---A----	4/23/2020 04:16	4/25/2020 06:16	4/25/2020 06:16	214,664	Amazon Order - earphones.pdf
FILE	---A----	4/24/2020 01:45	4/26/2020 03:46	4/26/2020 03:46	213,363	Amazon Order - projector.pdf
FILE	---A----	4/24/2020 17:46	4/25/2020 14:31	4/25/2020 14:31	213,708	Best Buy - game of thrones.pdf
FILE	---A----	4/25/2020 03:46	4/28/2020 20:01	4/28/2020 20:01	213,306	Amazon Order - air fryer.pdf
FILE	---A----	5/1/2020 05:01	5/1/2020 05:01	5/1/2020 05:01	213,985	Amazon Order - watch.pdf
TOTAL	C:\Users\Student\Documents\Personal\Purchases\	-------	0	292	61,839,156	61,839,156
FOLDER	C:\Users\Student\Documents\Personal\Scripts\	-------	0	401	1,542,104	1,542,104
FILE	---A----	4/14/2020 22:23	5/20/2020 08:01	5/22/2020 08:38	3,749	System.Diagnostics.TextWriterTraceListener-script.sql
FILE	---A----	4/14/2020 22:30	5/29/2020 11:01	5/29/2020 11:01	3,593	UiPath.Studio.Core-script.sql
FILE	---A----	4/14/2020 23:20	5/8/2020 14:01	5/8/2020 14:01	3,580	System.Runtime.Numerics-script.sql
FILE	---A----	4/14/2020 23:31	4/27/2020 18:32	4/27/2020 18:32	3,707	AzureRM.Dns-script.ps
FILE	---A----	4/14/2020 23:40	5/13/2020 17:01	5/13/2020 17:01	3,701	System.Security.Principal-script.sql
FILE	---A----	4/14/2020 23:50	5/30/2020 11:01	5/30/2020 11:01	3,635	Microsoft.TeamFoundation.Chat.WebApi-script.txt
FILE	---A----	4/15/2020 00:01	5/4/2020 20:01	5/4/2020 20:01	4,358	NuGet.Credentials-script.txt
FILE	---A----	4/15/2020 00:10	5/27/2020 02:01	5/27/2020 02:01	3,740	ActiproSoftware.Ribbon.Wpf-script.txt
FILE	---A----	4/15/2020 00:20	4/26/2020 05:31	4/26/2020 05:31	3,697	DeltaCompressionDotNet-script.txt
FILE	---A----	4/15/2020 00:31	4/21/2020 07:22	4/21/2020 23:39	3,928	System.Net.Requests-script.sql
FILE	---A----	4/15/2020 00:40	4/15/2020 00:40	4/15/2020 00:40	3,818	ActiproSoftware.Views.Wpf-script.txt
FILE	---A----	4/15/2020 00:50	4/28/2020 13:32	4/28/2020 13:32	3,934	netstandard-script.txt
FILE	---A----	4/15/2020 01:01	4/27/2020 18:02	4/27/2020 18:02	4,336	Microsoft.TeamFoundation.ProjectManagement-script.txt
FILE	---A----	4/15/2020 01:10	5/12/2020 11:01	5/12/2020 11:01	3,708	System.Linq.Parallel-script.sql
FILE	---A----	4/15/2020 01:20	4/24/2020 21:16	4/24/2020 21:16	3,673	System.Security.Principal.Windows-script.sql
FILE	---A----	4/15/2020 01:31	5/27/2020 11:01	5/27/2020 11:01	3,436	NuGet-script.txt
FILE	---A----	4/15/2020 01:40	4/27/2020 15:02	4/27/2020 15:02	3,966	PackageManagement-script.txt
FILE	---A----	4/15/2020 01:50	4/30/2020 11:01	4/30/2020 11:01	4,265	System.Diagnostics.TraceSource-script.sql
FILE	---A----	4/15/2020 02:01	4/24/2020 18:31	4/24/2020 18:31	4,212	System.Security.SecureString-script.sql
FILE	---A----	4/15/2020 02:10	5/14/2020 23:01	5/14/2020 23:01	3,946	System.IO.MemoryMappedFiles-script.sql
FILE	---A----	4/15/2020 02:20	5/24/2020 23:01	5/24/2020 23:01	3,589	System.Xml.XDocument-script.sql
FILE	---A----	4/15/2020 02:31	5/8/2020 02:01	5/8/2020 02:01	3,838	NLog-script.txt
FILE	---A----	4/15/2020 02:40	4/18/2020 17:41	4/18/2020 17:41	3,877	Microsoft.TeamFoundation.Lab.TestIntegration.Client-script.txt
FILE	---A----	4/15/2020 02:50	4/27/2020 22:46	4/27/2020 22:46	3,703	System.Diagnostics.Tools-script.sql
FILE	---A----	4/15/2020 03:01	5/2/2020 11:01	5/2/2020 11:01	3,537	UiPath.PackageExplorer.Core-script.sql
FILE	---A----	4/15/2020 03:10	4/21/2020 10:32	4/21/2020 23:39	3,934	DotLiquid-script.txt
FILE	---A----	4/15/2020 03:20	4/18/2020 03:11	4/18/2020 03:11	4,345	System.Threading.Timer-script.sql
FILE	---A----	4/15/2020 03:31	4/27/2020 23:16	4/27/2020 23:16	3,718	AzureRM.ServiceBus-script.txt
FILE	---A----	4/15/2020 04:10	4/26/2020 09:31	4/26/2020 09:31	4,019	System.Data.Common-script.sql
FILE	---A----	4/15/2020 04:20	4/27/2020 03:31	4/27/2020 03:31	3,635	ClosedXML-script.txt
FILE	---A----	4/15/2020 04:31	4/23/2020 10:31	4/23/2020 10:31	3,979	AzureRM.Insights-script.ps
FILE	---A----	4/15/2020 04:40	4/25/2020 16:46	4/25/2020 16:46	3,591	fr-script.txt
FILE	---A----	4/15/2020 04:50	4/23/2020 01:02	4/23/2020 01:02	3,319	AzureRM.ContainerRegistry-script.ps
FILE	---A----	4/15/2020 05:01	4/27/2020 22:02	4/27/2020 22:02	3,655	UiPath.Robot.Core-script.sql
FILE	---A----	4/15/2020 05:10	4/21/2020 00:51	4/21/2020 00:51	4,365	libglesv2-script.ps
FILE	---A----	4/15/2020 05:20	4/18/2020 20:51	4/18/2020 20:51	3,877	Microsoft.TeamFoundation.Build2.WebApi-script.txt
FILE	---A----	4/15/2020 05:31	4/22/2020 00:21	4/22/2020 00:21	3,641	chrome.exe-script.ps
FILE	---A----	4/15/2020 05:41	5/13/2020 20:01	5/13/2020 20:01	3,643	UiPath.Service.Host-script.sql
FILE	---A----	4/15/2020 05:50	4/25/2020 23:46	4/25/2020 23:46	3,968	resources-script.ps
FILE	---A----	4/15/2020 06:01	4/15/2020 06:01	4/15/2020 06:01	3,607	Microsoft.AspNet.SignalR.Client-script.txt
FILE	---A----	4/15/2020 06:11	4/18/2020 22:01	4/18/2020 22:01	3,877	UiPath.DiagTool.exe-script.sql
FILE	---A----	4/15/2020 06:20	5/19/2020 17:01	5/22/2020 08:38	4,211	System.Threading.Tasks.Parallel-script.sql
FILE	---A----	4/15/2020 06:31	4/28/2020 11:46	4/28/2020 11:46	3,934	Mono.Cecil.Pdb-script.txt
FILE	---A----	4/15/2020 06:41	4/16/2020 07:41	4/16/2020 09:17	4,118	System.Xml.XPath-script.sql
FILE	---A----	4/15/2020 06:51	5/27/2020 17:01	5/27/2020 17:01	3,780	System.Xml.ReaderWriter-script.sql
FILE	---A----	4/15/2020 07:01	4/19/2020 23:51	4/21/2020 23:39	3,877	ActiproSoftware.SyntaxEditor.Addons.DotNet.Wpf-script.txt
FILE	---A----	4/15/2020 07:11	4/26/2020 01:46	4/26/2020 01:46	3,843	System.Threading.Tasks.Extensions-script.sql
FILE	---A----	4/15/2020 07:21	5/27/2020 23:01	5/27/2020 23:01	3,724	UiPath.Agent-script.sql
FILE	---A----	4/15/2020 07:40	4/28/2020 14:16	4/28/2020 14:16	3,934	Humanizer-script.txt
FILE	---A----	4/15/2020 07:51	5/1/2020 11:01	5/1/2020 11:01	4,092	Nito.AsyncEx.Concurrent-script.txt
FILE	---A----	4/15/2020 08:01	4/28/2020 03:16	4/28/2020 03:16	3,697	AzureRM.CognitiveServices-script.ps
FILE	---A----	4/15/2020 08:20	4/26/2020 10:16	4/26/2020 10:16	4,003	Microsoft.Extensions.Primitives-script.txt
FILE	---A---X	4/15/2020 08:31	5/21/2020 17:01	5/22/2020 08:38	3,612	UiPath.Studio.TextDiff-script.cmd
FILE	---A----	4/15/2020 08:40	5/20/2020 05:02	5/22/2020 08:38	3,927	UiPath.Studio.exe-script.sql
FILE	---A----	4/15/2020 08:51	4/27/2020 11:02	4/27/2020 11:02	3,982	System.Net.Primitives-script.sql
FILE	---A----	4/15/2020 09:01	4/20/2020 03:51	4/21/2020 23:39	3,877	System.Net.WebSockets.Client-script.sql
FILE	---A----	4/15/2020 09:11	4/23/2020 08:01	4/23/2020 08:01	3,534	NuGet.DependencyResolver.Core-script.txt
FILE	---A----	4/15/2020 09:21	4/21/2020 19:23	4/21/2020 23:39	3,789	AzureRM.Websites-script.txt
FILE	---A----	4/15/2020 09:31	4/18/2020 20:31	4/18/2020 20:31	3,877	ActiproSoftware.MicroCharts.Wpf-script.txt
FILE	---A----	4/15/2020 09:51	5/5/2020 08:01	5/5/2020 08:01	4,073	AzureRM.DataFactories-script.ps
FILE	---A----	4/15/2020 10:01	4/28/2020 10:16	4/28/2020 10:16	3,934	Microsoft.ServiceBus-script.txt
FILE	---A----	4/15/2020 10:20	4/19/2020 05:21	4/19/2020 05:21	3,877	Mono.Cecil.Mdb-script.txt
FILE	---A----	4/15/2020 10:31	4/15/2020 10:31	4/15/2020 10:31	3,769	System.Dynamic.Runtime-script.sql
FILE	---A----	4/15/2020 10:50	4/28/2020 10:32	4/28/2020 10:32	3,934	System.Diagnostics.Tracing-script.sql
FILE	---A----	4/15/2020 11:01	4/25/2020 14:46	4/25/2020 14:46	3,654	NSwag.CodeGeneration.CSharp-script.txt
FILE	---A----	4/15/2020 11:21	4/27/2020 07:32	4/27/2020 07:32	3,744	Page_inspector-script.ps
FILE	---A----	4/15/2020 11:31	4/24/2020 22:31	4/24/2020 22:31	3,663	Packages-script.txt
FILE	---A----	4/15/2020 11:51	4/28/2020 11:16	4/28/2020 11:16	3,934	AzureRM.Media-script.txt
FILE	---A----	4/15/2020 12:01	5/13/2020 11:19	5/13/2020 11:19	4,114	UiPath.Explorer.Launcher-script.sql
FILE	---A----	4/15/2020 12:11	4/21/2020 08:42	4/21/2020 23:39	3,378	System.IO-script.sql
FILE	---A----	4/15/2020 12:21	4/26/2020 18:16	4/26/2020 18:16	3,957	AzureRM.Compute-script.ps
FILE	---A----	4/15/2020 12:42	5/24/2020 20:01	5/24/2020 20:01	4,229	Microsoft.TeamFoundation.Lab.Common-script.txt
FILE	---A---X	4/15/2020 12:50	5/8/2020 05:01	5/8/2020 05:01	3,794	UiPath.Workflow.Diff-script.cmd
FILE	---A----	4/15/2020 13:01	4/27/2020 14:02	4/27/2020 14:02	3,805	Microsoft.WindowsAPICodePack-script.txt
FILE	---A----	4/15/2020 13:11	4/20/2020 10:51	4/21/2020 23:39	3,811	Microsoft.Threading.Tasks.Extensions.Desktop-script.txt
FILE	---A----	4/15/2020 13:21	4/23/2020 07:16	4/23/2020 07:16	4,039	ActiproSoftware.Editors.Wpf-script.txt
FILE	---A----	4/15/2020 13:31	4/25/2020 19:32	4/25/2020 19:32	3,603	System.IdentityModel.Tokens.Jwt-script.sql
FILE	---A----	4/15/2020 13:51	4/18/2020 21:41	4/18/2020 21:41	3,877	System.Collections.NonGeneric-script.txt
FILE	---A----	4/15/2020 14:01	5/28/2020 08:01	5/28/2020 08:01	3,815	UiPath.Shared-script.sql
FILE	---A----	4/15/2020 14:11	4/23/2020 11:01	4/23/2020 11:01	3,411	UiPath.DiagTool-script.sql
FILE	---A----	4/15/2020 14:21	4/20/2020 22:21	4/21/2020 23:38	3,557	ActiproSoftware.Themes.Luna.Wpf-script.txt
FILE	---A----	4/15/2020 14:31	5/9/2020 11:01	5/9/2020 11:01	4,105	System.Console-script.sql
FILE	---A----	4/15/2020 14:51	5/9/2020 14:01	5/9/2020 14:01	4,160	System.ComponentModel.EventBasedAsync-script.txt
FILE	---A----	4/15/2020 15:02	4/21/2020 20:42	4/21/2020 23:38	3,789	System.Text.Encoding.CodePages-script.sql
FILE	---A----	4/15/2020 15:11	5/14/2020 02:01	5/14/2020 02:01	3,685	Microsoft.Web.XmlTransform-script.txt
FILE	---A----	4/15/2020 15:21	4/17/2020 06:51	4/17/2020 06:51	3,791	NuGet.Packaging.Core-script.txt
FILE	---A----	4/15/2020 15:41	4/22/2020 23:32	4/22/2020 23:32	3,473	AzureRM.ApiManagement-script.ps
FILE	---A----	4/15/2020 15:51	5/18/2020 05:01	5/22/2020 08:38	3,950	AzureRM.RecoveryServices-script.txt
FILE	---A----	4/15/2020 16:01	4/21/2020 04:21	4/21/2020 23:38	4,083	System.IO.Compression-script.sql
FILE	---A----	4/15/2020 16:11	5/21/2020 11:02	5/22/2020 08:38	3,613	Microsoft.IdentityModel.Clients.ActiveDirectory.Platform-script.txt
FILE	---A----	4/15/2020 16:21	5/26/2020 14:01	5/26/2020 14:01	4,291	UiPath.Studio.Plugin.Svn-script.sql
FILE	---A----	4/15/2020 16:31	5/24/2020 05:01	5/24/2020 05:01	3,670	Microsoft.WindowsAPICodePack.Shell-script.txt
FILE	---A----	4/15/2020 16:41	5/20/2020 17:01	5/22/2020 08:38	4,145	UiPath.ScaleCoordinates.exe-script.sql
FILE	---A----	4/15/2020 17:01	5/11/2020 17:01	5/11/2020 17:01	3,645	Hardcodet.Wpf.TaskbarNotification-script.txt
FILE	---A----	4/15/2020 17:11	5/22/2020 11:06	5/22/2020 11:06	3,784	System.Text.Encoding.Extensions-script.sql
FILE	---A----	4/15/2020 17:21	4/27/2020 14:32	4/27/2020 14:32	3,849	SharpSvn-script.txt
FILE	---A----	4/15/2020 17:31	4/29/2020 23:01	4/29/2020 23:01	4,006	de-script.txt
FILE	---A----	4/15/2020 17:41	4/24/2020 19:46	4/24/2020 19:46	3,930	Mono.Cecil.Rocks-script.txt
FILE	---A----	4/15/2020 17:51	5/26/2020 20:01	5/26/2020 20:01	4,235	Microsoft.TeamFoundation.DeleteTeamProject-script.txt
FILE	---A---X	4/15/2020 18:11	5/25/2020 17:01	5/25/2020 17:01	3,930	x64-script.cmd
FILE	---A----	4/15/2020 18:21	5/29/2020 08:01	5/29/2020 08:01	3,850	AzureRM.TrafficManager-script.txt
FILE	---A----	4/15/2020 18:31	4/27/2020 08:01	4/27/2020 08:01	3,975	ActiproSoftware.Text.Wpf-script.txt
FILE	---A----	4/15/2020 18:41	4/21/2020 12:24	4/21/2020 12:24	3,599	notification_helper-script.ps
FILE	---A----	4/15/2020 18:51	4/20/2020 00:51	4/20/2020 00:51	3,877	AzureRM.AnalysisServices-script.ps
FILE	---A----	4/15/2020 19:01	5/25/2020 02:01	5/25/2020 02:01	3,662	System.Text.Encoding-script.sql
FILE	---A----	4/15/2020 19:21	5/24/2020 14:01	5/24/2020 14:01	3,971	UiPath.Licensing-script.sql
FILE	---A----	4/15/2020 19:31	4/26/2020 02:16	4/26/2020 02:16	3,934	UiPath.Activities.Contracts-script.sql
FILE	---A----	4/15/2020 19:51	4/26/2020 12:01	4/26/2020 12:01	3,990	System.ComponentModel.Primitives-script.txt
FILE	---A----	4/15/2020 20:01	4/26/2020 18:46	4/26/2020 18:46	3,733	DocumentFormat.OpenXml-script.txt
FILE	---A----	4/15/2020 20:11	5/22/2020 17:01	5/22/2020 17:01	3,556	Nito.AsyncEx-script.txt
FILE	---A----	4/15/2020 20:21	4/26/2020 10:46	4/26/2020 10:46	4,049	System.Reflection.Primitives-script.sql
FILE	---A---X	4/15/2020 20:31	4/28/2020 09:31	4/28/2020 09:31	3,934	UiRobot.exe-script.cmd
FILE	---A----	4/15/2020 20:51	4/15/2020 20:51	4/15/2020 20:51	3,769	AzureRM-script.ps
FILE	---A----	4/15/2020 21:01	4/23/2020 06:16	4/23/2020 06:16	4,083	System.Windows.Interactivity-script.sql
FILE	---A----	4/15/2020 21:11	4/27/2020 20:02	4/27/2020 20:02	3,779	System.Memory-script.sql
FILE	---A----	4/15/2020 21:21	5/28/2020 02:01	5/28/2020 02:01	4,063	ActiproSoftware.Gauge.Wpf-script.txt
FILE	---A----	4/15/2020 21:41	5/29/2020 05:01	5/29/2020 05:01	3,941	AzureRM.Automation-script.ps
FILE	---A----	4/15/2020 21:51	5/14/2020 05:01	5/14/2020 05:01	3,613	System.Runtime.CompilerServices.Unsafe-script.sql
FILE	---A----	4/15/2020 22:21	4/25/2020 18:02	4/25/2020 18:02	3,611	System.ComponentModel.TypeConverter-script.txt
FILE	---A----	4/15/2020 22:51	4/25/2020 20:02	4/25/2020 20:02	3,806	System.Security.Cryptography.Csp-script.sql
FILE	---A----	4/15/2020 23:01	5/14/2020 14:11	5/14/2020 14:11	3,816	Microsoft.Expression.Interactions-script.txt
FILE	---A----	4/15/2020 23:21	4/21/2020 06:32	4/21/2020 23:38	3,749	NuGet.Commands-script.txt
FILE	---A----	4/15/2020 23:41	5/12/2020 14:01	5/12/2020 14:01	3,648	NJsonSchema.CodeGeneration-script.txt
FILE	---A----	4/15/2020 23:51	5/11/2020 23:01	5/11/2020 23:01	4,042	Microsoft.CodeAnalysis-script.txt
FILE	---A----	4/16/2020 00:11	4/26/2020 22:16	4/26/2020 22:16	3,517	System.Security.Cryptography.Encoding-script.sql
FILE	---A----	4/16/2020 00:21	5/8/2020 20:01	5/8/2020 20:01	4,173	Microsoft.TeamFoundation.Discussion.Client-script.txt
FILE	---A----	4/16/2020 00:31	4/28/2020 05:46	4/28/2020 05:46	4,055	AzureRM.MachineLearning-script.ps
FILE	---A----	4/16/2020 01:01	5/29/2020 14:01	5/29/2020 14:01	4,041	UiPath.ActivityCompiler-script.sql
FILE	---A----	4/16/2020 01:11	4/27/2020 08:46	4/27/2020 08:46	3,807	System.Security.Cryptography.X509Certificates-script.sql
FILE	---A----	4/16/2020 01:21	4/25/2020 11:01	4/25/2020 11:01	4,274	System.Resources.Reader-script.sql
FILE	---A----	4/16/2020 01:41	5/28/2020 05:01	5/28/2020 05:01	4,096	UiPath.Agent.VisualElementsManifest-script.sql
FILE	---A----	4/16/2020 02:11	4/27/2020 06:02	4/27/2020 06:02	3,681	System.Diagnostics.StackTrace-script.sql
FILE	---A----	4/16/2020 02:21	5/7/2020 20:01	5/7/2020 20:01	4,026	UiPath.Studio.SourceControl.Shared-script.sql
FILE	---A----	4/16/2020 02:41	5/8/2020 08:02	5/8/2020 08:02	3,580	Microsoft.Threading.Tasks.Extensions-script.txt
FILE	---A----	4/16/2020 03:02	4/25/2020 08:01	4/25/2020 08:01	3,594	System.Collections.Concurrent-script.txt
FILE	---A----	4/16/2020 03:21	4/27/2020 17:02	4/27/2020 17:02	3,597	Microsoft.TeamFoundation.WorkItemTracking.Client.QueryLanguage-script.txt
FILE	---A----	4/16/2020 03:31	4/18/2020 08:51	4/18/2020 08:51	3,907	System.Security.Permissions-script.sql
FILE	---A----	4/16/2020 03:41	4/24/2020 19:01	4/24/2020 19:01	3,868	AzureRM.Relay-script.txt
FILE	---A----	4/16/2020 03:51	5/24/2020 08:01	5/24/2020 08:01	4,374	System.Runtime.Serialization.Xml-script.sql
FILE	---A----	4/16/2020 04:01	4/23/2020 15:46	4/23/2020 15:46	3,847	System.Threading.ThreadPool-script.sql
FILE	---A----	4/16/2020 04:11	5/13/2020 08:18	5/13/2020 08:18	3,704	ja-script.txt
FILE	---A----	4/16/2020 04:21	5/6/2020 14:02	5/6/2020 14:02	4,405	System.IO.UnmanagedMemoryStream-script.sql
FILE	---A----	4/16/2020 04:31	4/23/2020 22:53	4/23/2020 22:53	4,032	ActiproSoftware.Wizard.Wpf-script.txt
FILE	---A----	4/16/2020 04:41	4/27/2020 01:32	4/27/2020 01:32	3,658	UiPath.NuGet-script.sql
FILE	---A----	4/16/2020 04:51	5/7/2020 14:01	5/7/2020 14:01	4,089	DiffLib-script.txt
FILE	---A----	4/16/2020 05:02	4/22/2020 19:01	4/22/2020 19:01	3,682	Snippets-script.txt
FILE	---A----	4/16/2020 05:41	4/28/2020 17:16	4/28/2020 17:16	3,934	Microsoft.TeamFoundation.Test.WebApi-script.txt
FILE	---A----	4/16/2020 05:51	5/22/2020 02:01	5/22/2020 08:38	3,739	CredentialManagement-script.txt
